program,type,directed,batch,nodes,modifier,diameter,time,clocktime,system,percent,memory,voluntary,involuntary,faults,exit
gl,sf,0,4,100,2.4,7,0.312318,3.34521,0.79,1019%,20228,13441,1078,0,0
gtp,sf,0,4,100,2.4,7.0,0.000365972518921,0.000362,0.18,99%,63196,42,59,0,0
glp,sf,0,4,100,2.4,17,0.974338,30.8673,1.34,2226%,25648,37292,17319,0,0
snp,sf,0,4,100,2.4,7,0.000159025192261,0.000182,0.04,98%,31580,5,22,0,0
nx,sf,0,0,100,2.5,9,0.0384209156036,0.022494,0.09,51%,26652,12,96,0,0
gl,sf,0,0,100,2.5,9,0.376243,2.49069,0.89,975%,24324,16734,1829,0,0
gtp,sf,0,0,100,2.5,9.0,0.000355005264282,0.000352,0.14,98%,63192,46,55,0,0
glp,sf,0,0,100,2.5,33,1.93478,57.092,2.55,2450%,25072,69759,30039,0,0
snp,sf,0,0,100,2.5,7,0.000148057937622,0.000162,0.03,93%,31584,5,36,0,0
nx,sf,0,1,100,2.5,4,0.0419428348541,0.025966,0.07,83%,26880,20,90,0,0
gl,sf,0,1,100,2.5,4,0.215007,3.33345,0.78,1209%,20164,10033,1225,0,0
gtp,sf,0,1,100,2.5,4.0,0.000427961349487,0.000424,0.17,99%,63188,53,58,0,0
glp,sf,0,1,100,2.5,10,0.566275,16.7663,0.91,1828%,38704,23303,9094,0,0
snp,sf,0,1,100,2.5,3,0.000159978866577,0.000173,0.03,98%,31584,5,26,0,0
nx,sf,0,2,100,2.5,11,0.0438358783722,0.024316,0.06,78%,26648,12,124,0,0
gl,sf,0,2,100,2.5,11,0.468931,3.38916,1.01,791%,22212,19250,1502,0,0
gtp,sf,0,2,100,2.5,11.0,0.000401020050049,0.000396,0.15,95%,63196,49,31,0,0
glp,sf,0,2,100,2.5,21,1.08557,33.3656,1.70,2304%,22248,45158,19540,0,0
snp,sf,0,2,100,2.5,9,0.000140905380249,0.000154,0.02,98%,31584,5,24,0,0
nx,sf,0,3,100,2.5,5,0.0433068275452,0.026791,0.08,82%,26668,20,22,0,0
gl,sf,0,3,100,2.5,5,0.284399,5.38212,0.68,1226%,20248,11232,1681,0,0
gtp,sf,0,3,100,2.5,5.0,0.000400066375732,0.000395,0.15,97%,63196,47,22,0,0
glp,sf,0,3,100,2.5,14,1.01413,27.4572,1.38,2025%,23952,32120,9847,0,0
snp,sf,0,3,100,2.5,5,0.000179052352905,0.000199,0.03,98%,31580,5,23,0,0
nx,sf,0,4,100,2.5,11,0.0252521038055,0.024907,0.14,95%,26644,19,25,0,0
gl,sf,0,4,100,2.5,11,0.482115,3.45333,1.08,783%,24168,19737,2045,0,0
gtp,sf,0,4,100,2.5,11.0,0.000446081161499,0.000441,0.15,96%,63196,54,67,0,0
glp,sf,0,4,100,2.5,16,0.874034,26.8829,1.30,2174%,20748,35412,16293,0,0
snp,sf,0,4,100,2.5,8,0.000154972076416,0.000175,0.03,90%,31584,5,31,0,0
nx,sf,0,0,100,2.6,5,0.0384569168091,0.022516,0.09,73%,26660,25,33,0,0
gl,sf,0,0,100,2.6,5,0.228673,3.28962,0.49,1119%,20800,11024,1133,0,0
gtp,sf,0,0,100,2.6,5.0,0.000418901443481,0.000415,0.15,99%,63196,47,67,0,0
glp,sf,0,0,100,2.6,13,0.686124,23.915,1.15,2422%,24664,28945,12753,0,0
snp,sf,0,0,100,2.6,4,0.000159978866577,0.000175,0.02,97%,31580,5,24,0,0
nx,sf,0,1,100,2.6,10,0.0234289169312,0.023294,0.12,95%,26636,10,37,0,0
gl,sf,0,1,100,2.6,10,0.374151,3.13915,0.66,867%,26056,17591,2044,0,0
gtp,sf,0,1,100,2.6,10.0,0.000388860702515,0.000385,0.17,100%,63196,50,26,0,0
glp,sf,0,1,100,2.6,22,1.20159,37.0783,1.75,2298%,26340,47437,22096,0,0
snp,sf,0,1,100,2.6,7,0.000149965286255,0.000165,0.04,98%,31584,4,28,0,0
nx,sf,0,2,100,2.6,11,0.0651140213013,0.023155,0.08,51%,26636,31,125,0,0
gl,sf,0,2,100,2.6,11,0.502925,4.06606,0.87,844%,36460,19672,1590,0,0
gtp,sf,0,2,100,2.6,11.0,0.000375032424927,0.000372,0.20,99%,63192,46,74,0,0
glp,sf,0,2,100,2.6,27,1.50248,46.6865,2.16,2468%,21104,57803,26582,0,0
snp,sf,0,2,100,2.6,8,0.00015115737915,0.000165,0.04,98%,31580,5,22,0,0
nx,sf,0,3,100,2.6,16,0.0234949588776,0.023528,0.17,86%,26632,11,36,0,0
gl,sf,0,3,100,2.6,16,0.606823,3.01423,1.01,810%,20996,25625,1883,0,0
gtp,sf,0,3,100,2.6,16.0,0.000419139862061,0.000412,0.15,100%,63196,46,31,0,0
glp,sf,0,3,100,2.6,26,1.37441,42.8738,2.03,2467%,20456,55359,26166,0,0
snp,sf,0,3,100,2.6,10,0.000150918960571,0.000165,0.04,97%,31584,5,26,0,0
nx,sf,0,4,100,2.6,8,0.0311100482941,0.03096,0.09,72%,26644,21,99,0,0
gl,sf,0,4,100,2.6,8,0.321563,2.9853,0.69,989%,26304,15009,1496,0,0
gtp,sf,0,4,100,2.6,8.0,0.000352144241333,0.000349,0.17,99%,63196,46,73,0,0
glp,sf,0,4,100,2.6,25,1.39728,41.9989,1.74,2381%,20608,53695,22304,0,0
snp,sf,0,4,100,2.6,7,0.000152826309204,0.000167,0.05,98%,31584,5,25,0,0
nx,sf,0,0,100,2.7,10,0.0245759487152,0.024367,0.11,95%,26636,10,41,0,0
gl,sf,0,0,100,2.7,10,0.429377,2.45877,0.62,862%,26308,17809,1575,0,0
gtp,sf,0,0,100,2.7,10.0,0.000351190567017,0.000347,0.14,99%,63192,56,132,0,0
glp,sf,0,0,100,2.7,22,1.47448,45.5253,1.87,2458%,22916,47805,19142,0,0
snp,sf,0,0,100,2.7,8,0.000154972076416,0.00017,0.03,97%,31580,5,29,0,0
nx,sf,0,1,100,2.7,13,0.0190489292145,0.017598,0.07,88%,26636,11,8,0,0
gl,sf,0,1,100,2.7,13,0.566758,3.17489,0.85,646%,21032,22180,1452,0,0
gtp,sf,0,1,100,2.7,13.0,0.000401020050049,0.000397,0.15,99%,63188,50,151,0,0
glp,sf,0,1,100,2.7,34,2.07249,60.3546,2.79,2451%,20968,72107,29238,0,0
snp,sf,0,1,100,2.7,10,0.00014591217041,0.000161,0.03,98%,31584,4,32,0,0
nx,sf,0,2,100,2.7,6,0.0532689094543,0.028209,0.10,63%,26660,19,103,0,0
gl,sf,0,2,100,2.7,6,0.260922,1.91516,0.44,1081%,24360,12558,1785,0,0
gtp,sf,0,2,100,2.7,5.0,0.0003981590271,0.000393,0.15,99%,63196,50,62,0,0
glp,sf,0,2,100,2.7,19,1.09425,34.5101,1.52,2417%,20544,41245,17794,0,0
snp,sf,0,2,100,2.7,6,0.000169992446899,0.000186,0.04,98%,31580,5,33,0,0
nx,sf,0,3,100,2.7,9,0.031366109848,0.023251,0.11,82%,26652,10,62,0,0
gl,sf,0,3,100,2.7,9,0.367141,2.68534,0.66,730%,22260,16597,1773,0,0
gtp,sf,0,3,100,2.7,9.0,0.000393867492676,0.000389,0.17,99%,63196,47,73,0,0
glp,sf,0,3,100,2.7,22,1.31524,39.7975,1.60,2425%,20364,46402,17728,0,0
snp,sf,0,3,100,2.7,6,0.000134944915771,0.00015,0.03,98%,31580,5,28,0,0
nx,sf,0,4,100,2.7,12,0.0385611057281,0.026588,0.14,65%,26632,9,86,0,0
gl,sf,0,4,100,2.7,12,0.467507,3.29985,1.01,894%,20752,20786,2430,0,0
gtp,sf,0,4,100,2.7,12.0,0.000447034835815,0.000441,0.16,99%,63196,49,73,0,0
glp,sf,0,4,100,2.7,25,1.45181,44.3876,2.04,2447%,25116,53289,23070,0,0
snp,sf,0,4,100,2.7,9,0.000148057937622,0.000163,0.03,98%,31584,5,21,0,0
nx,sf,0,0,100,2.8,11,0.0281789302826,0.018826,0.10,76%,26648,17,19,0,0
gl,sf,0,0,100,2.8,11,0.406241,3.73874,0.83,916%,26328,19379,2402,0,0
gtp,sf,0,0,100,2.8,9.0,0.000370025634766,0.000367,0.15,99%,63196,44,78,0,0
glp,sf,0,0,100,2.8,31,2.03407,58.6805,2.30,2399%,22420,66277,25985,0,0
snp,sf,0,0,100,2.8,9,0.000156879425049,0.000171,0.03,98%,31584,5,19,0,0
nx,sf,0,1,100,2.8,9,0.022588968277,0.022282,0.10,95%,26644,10,24,0,0
gl,sf,0,1,100,2.8,9,0.414491,3.34568,0.99,856%,26276,16705,1901,0,0
gtp,sf,0,1,100,2.8,9.0,0.000355958938599,0.000354,0.18,98%,63196,49,51,0,0
glp,sf,0,1,100,2.8,20,1.15991,34.8165,1.76,2246%,22056,43047,18442,0,0
snp,sf,0,1,100,2.8,8,0.000154972076416,0.00017,0.03,98%,31584,4,26,0,0
nx,sf,0,2,100,2.8,9,0.0513679981232,0.02331,0.08,62%,26648,26,33,0,0
gl,sf,0,2,100,2.8,9,0.39836,2.26667,0.55,840%,20232,16408,999,0,0
gtp,sf,0,2,100,2.8,9.0,0.00032901763916,0.000325,0.16,99%,63196,42,75,0,0
glp,sf,0,2,100,2.8,26,1.5078,45.4854,1.76,2465%,20708,55393,21285,0,0
snp,sf,0,2,100,2.8,7,0.000155925750732,0.00017,0.02,98%,31584,5,21,0,0
nx,sf,0,3,100,2.8,5,0.0637881755829,0.023616,0.10,53%,26652,11,72,0,0
gl,sf,0,3,100,2.8,5,0.21697,1.81312,0.60,899%,20208,10788,1361,0,0
gtp,sf,0,3,100,2.8,5.0,0.000401973724365,0.000398,0.16,98%,63196,54,55,0,0
glp,sf,0,3,100,2.8,24,1.48379,45.3858,1.91,2451%,22400,51792,23253,0,0
snp,sf,0,3,100,2.8,4,0.000162839889526,0.000177,0.03,98%,31584,5,31,0,0
nx,sf,0,4,100,2.8,12,0.0243051052094,0.024194,0.13,95%,26644,13,29,0,0
gl,sf,0,4,100,2.8,12,0.47617,2.91506,0.84,747%,22228,20836,1760,0,0
gtp,sf,0,4,100,2.8,12.0,0.000359058380127,0.000354,0.18,99%,63196,51,64,0,0
glp,sf,0,4,100,2.8,23,1.36313,41.1594,1.66,2426%,21084,49509,21581,0,0
snp,sf,0,4,100,2.8,7,0.000139951705933,0.000155,0.05,98%,31584,5,34,0,0
nx,sf,0,0,100,2.9,23,0.0351688861847,0.023129,0.03,58%,26636,27,62,0,0
gl,sf,0,0,100,2.9,23,0.839788,3.69967,1.18,632%,20948,35268,2549,0,0
gtp,sf,0,0,100,2.9,23.0,0.000346899032593,0.000343,0.16,100%,63196,52,18,0,0
glp,sf,0,0,100,2.9,28,1.71047,53.7357,2.15,2601%,22532,58994,25046,0,0
snp,sf,0,0,100,2.9,13,0.000146150588989,0.00016,0.05,98%,31584,5,20,0,0
nx,sf,0,1,100,2.9,10,0.0359828472137,0.020005,0.12,87%,26636,12,55,0,0
gl,sf,0,1,100,2.9,10,0.447607,3.92079,0.63,897%,20856,18452,2326,0,0
gtp,sf,0,1,100,2.9,10.0,0.000442028045654,0.000436,0.19,99%,63196,54,150,0,0
glp,sf,0,1,100,2.9,26,1.37975,43.7116,1.87,2533%,25176,55672,25379,0,0
snp,sf,0,1,100,2.9,9,0.000159025192261,0.000174,0.03,98%,31580,5,23,0,0
nx,sf,0,2,100,2.9,8,0.025584936142,0.025586,0.09,86%,26636,22,26,0,0
gl,sf,0,2,100,2.9,8,0.390688,3.29042,0.64,886%,22196,15470,1559,0,0
gtp,sf,0,2,100,2.9,8.0,0.000404834747314,0.000399,0.16,100%,63192,50,32,0,0
glp,sf,0,2,100,2.9,29,1.49596,48.1812,2.15,2483%,26444,61237,30020,0,0
snp,sf,0,2,100,2.9,6,0.000152826309204,0.000168,0.02,98%,31584,5,23,0,0
nx,sf,0,3,100,2.9,13,0.0418479442596,0.021863,0.07,59%,26632,31,109,0,0
gl,sf,0,3,100,2.9,13,0.541025,2.97301,0.88,729%,22152,22312,1838,0,0
gtp,sf,0,3,100,2.9,13.0,0.000380039215088,0.000377,0.18,99%,63196,54,21,0,0
glp,sf,0,3,100,2.9,29,1.65632,51.7563,2.13,2579%,25220,61442,27334,0,0
snp,sf,0,3,100,2.9,11,0.000149011611938,0.000164,0.04,99%,31584,5,12,0,0
nx,sf,0,4,100,2.9,10,0.0276591777802,0.026732,0.11,87%,26636,16,23,0,0
gl,sf,0,4,100,2.9,10,0.394949,3.43197,0.78,909%,20744,17748,1958,0,0
gtp,sf,0,4,100,2.9,9.0,0.000328063964844,0.000324,0.16,99%,63196,55,150,0,0
glp,sf,0,4,100,2.9,25,1.37611,42.3631,1.79,2484%,20884,53139,24081,0,0
snp,sf,0,4,100,2.9,8,0.0001540184021,0.000168,0.05,98%,31580,5,30,0,0
nx,sf,0,0,100,3.0,11,0.0443909168243,0.024276,0.11,63%,26632,20,55,0,0
gl,sf,0,0,100,3.0,11,0.439399,3.21708,0.88,841%,24332,19362,2097,0,0
gtp,sf,0,0,100,3.0,10.0,0.000380992889404,0.000378,0.21,100%,63192,49,37,0,0
glp,sf,0,0,100,3.0,23,1.36,40.6208,1.61,2358%,22324,50416,19773,0,0
snp,sf,0,0,100,3.0,8,0.000209093093872,0.000174,0.04,98%,31580,5,27,0,0
nx,sf,0,1,100,3.0,10,0.0365960597992,0.026203,0.12,52%,26636,44,51,31,0
gl,sf,0,1,100,3.0,10,0.418503,3.18609,0.59,757%,37260,18094,1283,0,0
gtp,sf,0,1,100,3.0,10.0,0.000355005264282,0.000351,0.17,100%,63196,44,15,0,0
glp,sf,0,1,100,3.0,31,1.71736,54.4849,2.33,2613%,20648,65497,30853,0,0
snp,sf,0,1,100,3.0,8,0.000152826309204,0.000167,0.03,98%,31580,5,17,0,0
nx,sf,0,2,100,3.0,11,0.0208640098572,0.020905,0.13,94%,26632,18,38,0,0
gl,sf,0,2,100,3.0,11,0.480027,3.49772,0.68,802%,22216,18970,1490,0,0
gtp,sf,0,2,100,3.0,11.0,0.000416040420532,0.000414,0.14,99%,63196,49,67,0,0
glp,sf,0,2,100,3.0,26,1.37531,42.6178,1.87,2378%,21308,55009,25565,0,0
snp,sf,0,2,100,3.0,8,0.000152111053467,0.000166,0.04,98%,31584,4,25,0,0
nx,sf,0,3,100,3.0,8,0.0281591415405,0.025511,0.11,86%,26656,11,27,0,0
gl,sf,0,3,100,3.0,8,0.349094,2.92928,0.83,837%,24924,15386,2057,0,0
gtp,sf,0,3,100,3.0,8.0,0.000412940979004,0.000409,0.20,100%,63196,46,31,0,0
glp,sf,0,3,100,3.0,21,1.14397,34.0508,1.56,2234%,22400,45636,21037,0,0
snp,sf,0,3,100,3.0,7,0.000154972076416,0.000171,0.04,98%,31584,5,27,0,0
nx,sf,0,4,100,3.0,17,0.0383059978485,0.022303,0.07,78%,26636,26,38,0,0
gl,sf,0,4,100,3.0,17,0.705258,2.98532,1.02,669%,24136,27798,2254,0,0
gtp,sf,0,4,100,3.0,17.0,0.000360012054443,0.000357,0.17,100%,63196,43,25,0,0
glp,sf,0,4,100,3.0,39,2.12633,67.8461,2.98,2688%,26352,81522,39491,0,0
snp,sf,0,4,100,3.0,14,0.000159025192261,0.000175,0.02,98%,31584,5,23,0,0
nx,sf,0,0,1000,2.0,5,4.73168301582,4.197255,0.17,87%,34468,20,156,0,0
gl,sf,0,0,1000,2.0,5,0.287061,2.94404,0.75,1201%,27064,11677,1742,0,0
gtp,sf,0,0,1000,2.0,5.0,0.111560106277,4.294835,0.22,565%,67984,189,317,0,0
glp,sf,0,0,1000,2.0,14,1.04028,33.1215,2.36,2281%,24592,31723,11191,0,0
snp,sf,0,0,1000,2.0,4,0.000988960266113,0.001004,0.03,98%,31584,5,24,0,0
nx,sf,0,1,1000,2.0,4,8.13538479805,4.306616,0.10,52%,36144,12,1088,0,0
gl,sf,0,1,1000,2.0,4,0.243171,3.14152,0.74,1051%,28248,10005,1147,0,0
gtp,sf,0,1,1000,2.0,4.0,0.151526212692,4.664063,0.62,587%,63960,195,319,0,0
glp,sf,0,1,1000,2.0,14,0.801268,26.3619,2.26,2400%,22960,31215,12934,0,0
snp,sf,0,1,1000,2.0,3,0.00100588798523,0.00102,0.04,98%,31580,5,30,0,0
nx,sf,0,2,1000,2.0,4,5.50689792633,5.486085,0.11,99%,35008,17,175,0,0
gl,sf,0,2,1000,2.0,4,0.262064,2.61224,0.68,1100%,27444,10026,1032,0,0
gtp,sf,0,2,1000,2.0,3.0,0.0829730033875,2.84499,0.47,454%,63936,170,274,0,0
glp,sf,0,2,1000,2.0,16,1.13155,39.0745,2.41,2553%,25256,35620,13320,0,0
snp,sf,0,2,1000,2.0,3,0.000980854034424,0.000997,0.03,98%,31580,5,28,0,0
nx,sf,0,3,1000,2.0,5,3.83645009995,3.834603,0.12,99%,33440,10,46,0,0
gl,sf,0,3,1000,2.0,5,0.287114,2.68819,0.62,965%,31368,11749,1654,0,0
gtp,sf,0,3,1000,2.0,5.0,0.086168050766,3.168006,0.22,480%,63868,189,221,0,0
glp,sf,0,3,1000,2.0,13,0.96665,29.5962,2.16,2235%,27284,29984,10060,0,0
snp,sf,0,3,1000,2.0,4,0.00086522102356,0.000879,0.04,98%,31584,5,26,0,0
nx,sf,0,4,1000,2.0,4,5.45371484756,5.07102,0.13,91%,36260,12,174,0,0
gl,sf,0,4,1000,2.0,4,0.264165,3.11539,0.43,1104%,38608,10244,1335,0,0
gtp,sf,0,4,1000,2.0,4.0,0.114002943039,2.599428,0.21,396%,63972,216,351,0,0
glp,sf,0,4,1000,2.0,12,0.883438,27.7839,2.17,2254%,26400,27912,9140,0,0
snp,sf,0,4,1000,2.0,4,0.00103998184204,0.001056,0.03,98%,31584,5,26,0,0
nx,sf,0,0,1000,2.1,6,3.58671593666,3.565227,0.11,98%,32552,21,117,0,0
gl,sf,0,0,1000,2.1,6,0.333231,4.02974,0.68,948%,25732,12872,1209,0,0
gtp,sf,0,0,1000,2.1,6.0,0.135250806808,4.314382,0.19,590%,63860,199,344,0,0
glp,sf,0,0,1000,2.1,20,1.41471,46.8469,2.52,2557%,27488,44035,17268,0,0
snp,sf,0,0,1000,2.1,4,0.000788927078247,0.000804,0.03,98%,31584,5,22,0,0
nx,sf,0,1,1000,2.1,3,5.63848900795,5.400827,0.96,94%,35888,14,220,0,0
gl,sf,0,1,1000,2.1,3,0.223709,3.83752,0.43,1070%,26072,8910,1112,0,0
gtp,sf,0,1,1000,2.1,2.0,0.0857319831848,3.109427,0.21,445%,63968,191,389,0,0
glp,sf,0,1,1000,2.1,15,1.11121,35.3674,2.38,2318%,28632,33780,10283,0,0
snp,sf,0,1,1000,2.1,2,0.00102496147156,0.001039,0.02,98%,31584,6,31,0,0
nx,sf,0,2,1000,2.1,5,8.78494215012,4.615156,7.11,56%,34300,12,1483,0,0
gl,sf,0,2,1000,2.1,5,0.319691,3.72322,0.55,1118%,26652,11614,1674,0,0
gtp,sf,0,2,1000,2.1,4.0,0.133026123047,4.509288,0.22,575%,63900,203,321,0,0
glp,sf,0,2,1000,2.1,18,1.29681,41.9514,2.51,2406%,23432,39856,14324,0,0
snp,sf,0,2,1000,2.1,4,0.00102496147156,0.000998,0.03,98%,31584,5,27,0,0
nx,sf,0,3,1000,2.1,5,4.33987188339,4.043034,0.19,90%,33076,20,170,1,0
gl,sf,0,3,1000,2.1,5,0.268867,3.0656,0.39,1008%,25524,11411,1318,0,0
gtp,sf,0,3,1000,2.1,4.0,0.0831570625305,3.46824,0.23,516%,63868,187,297,0,0
glp,sf,0,3,1000,2.1,14,1.16893,35.586,2.57,2243%,23544,31981,8032,0,0
snp,sf,0,3,1000,2.1,4,0.00121188163757,0.00123,0.05,98%,31584,5,27,0,0
nx,sf,0,4,1000,2.1,5,4.25473189354,4.076952,0.10,93%,33248,12,157,0,0
gl,sf,0,4,1000,2.1,5,0.327308,4.09658,0.65,1100%,27276,11943,1517,0,0
gtp,sf,0,4,1000,2.1,5.0,0.0896818637848,3.134382,0.38,484%,63864,178,180,0,0
glp,sf,0,4,1000,2.1,15,1.00732,29.6444,2.41,2189%,23080,33882,11997,0,0
snp,sf,0,4,1000,2.1,4,0.000946044921875,0.000962,0.05,90%,31584,5,40,0,0
nx,sf,0,0,1000,2.2,8,4.21542906761,2.765732,0.06,64%,31188,25,426,0,0
gl,sf,0,0,1000,2.2,8,0.420257,3.79132,0.81,800%,31388,15935,1654,0,0
gtp,sf,0,0,1000,2.2,7.0,0.138235807419,2.762227,0.19,481%,63792,209,377,0,0
glp,sf,0,0,1000,2.2,20,1.57444,47.3206,3.10,2392%,23448,44310,13773,0,0
snp,sf,0,0,1000,2.2,6,0.000627040863037,0.000644,0.04,93%,31584,5,22,0,0
nx,sf,0,1,1000,2.2,7,3.20502400398,3.188702,0.13,98%,31436,13,101,0,0
gl,sf,0,1,1000,2.2,7,0.354339,3.01845,0.84,1116%,31888,14129,1595,0,0
gtp,sf,0,1,1000,2.2,7.0,0.130073070526,2.926637,0.38,487%,63812,216,370,0,0
glp,sf,0,1,1000,2.2,14,0.883428,27.8684,2.14,2219%,40708,31524,11647,0,0
snp,sf,0,1,1000,2.2,6,0.000658988952637,0.000673,0.02,98%,31584,5,26,0,0
nx,sf,0,2,1000,2.2,8,4.09125804901,3.062097,0.12,72%,31208,18,308,0,0
gl,sf,0,2,1000,2.2,8,0.403377,3.70059,0.77,1139%,33128,15905,1789,0,0
gtp,sf,0,2,1000,2.2,8.0,0.147933006287,4.597758,0.27,652%,63796,216,364,0,0
glp,sf,0,2,1000,2.2,21,1.3955,42.7083,2.76,2402%,28444,46068,18110,0,0
snp,sf,0,2,1000,2.2,6,0.000624895095825,0.000639,0.04,98%,31584,5,25,0,0
nx,sf,0,3,1000,2.2,6,3.69629979134,3.40548,0.10,89%,31980,12,192,0,0
gl,sf,0,3,1000,2.2,6,0.345361,3.30772,0.55,834%,25452,12991,1221,0,0
gtp,sf,0,3,1000,2.2,6.0,0.145140886307,2.816486,0.22,465%,63840,243,282,0,0
glp,sf,0,3,1000,2.2,15,0.975102,32.5653,2.42,2363%,22616,33578,12806,0,0
snp,sf,0,3,1000,2.2,5,0.000736951828003,0.000751,0.03,98%,31580,5,27,0,0
nx,sf,0,4,1000,2.2,6,6.14875197411,4.654717,0.05,71%,32384,21,654,0,0
gl,sf,0,4,1000,2.2,6,0.315508,3.36216,0.69,998%,27396,12845,1447,0,0
gtp,sf,0,4,1000,2.2,6.0,0.201416015625,5.516616,0.20,602%,63848,241,407,0,0
glp,sf,0,4,1000,2.2,18,1.12251,36.2634,2.64,2397%,27344,39656,16295,0,0
snp,sf,0,4,1000,2.2,5,0.000741004943848,0.000755,0.04,98%,31584,5,21,0,0
nx,sf,0,0,1000,2.3,7,3.0043759346,3.003938,0.10,98%,31500,17,67,0,0
gl,sf,0,0,1000,2.3,7,0.359588,3.3041,0.79,949%,26480,14057,1527,0,0
gtp,sf,0,0,1000,2.3,6.0,0.135966062546,4.348698,0.38,642%,63800,187,212,0,0
glp,sf,0,0,1000,2.3,24,1.60581,52.1866,2.97,2634%,22924,51825,19653,0,0
snp,sf,0,0,1000,2.3,5,0.000633955001831,0.000649,0.03,98%,31584,5,28,0,0
nx,sf,0,1,1000,2.3,7,3.717897892,3.086644,0.12,80%,31676,13,153,0,0
gl,sf,0,1,1000,2.3,7,0.389928,3.023,0.79,858%,43564,14277,1214,0,0
gtp,sf,0,1,1000,2.3,6.0,0.134068012238,4.334669,0.35,627%,67896,196,209,0,0
glp,sf,0,1,1000,2.3,19,1.43241,42.2481,2.62,2260%,24436,42086,13223,0,0
snp,sf,0,1,1000,2.3,5,0.000670194625854,0.000683,0.02,98%,31584,5,25,0,0
nx,sf,0,2,1000,2.3,7,4.05480599403,2.701101,0.06,63%,31568,26,450,0,0
gl,sf,0,2,1000,2.3,7,0.34852,4.75787,0.61,1174%,25064,14516,2304,0,0
gtp,sf,0,2,1000,2.3,7.0,0.133845090866,4.794758,0.18,638%,63808,194,191,0,0
glp,sf,0,2,1000,2.3,22,1.2803,40.8277,2.92,2513%,23384,47723,20073,0,0
snp,sf,0,2,1000,2.3,6,0.000709056854248,0.000696,0.03,98%,31584,5,28,0,0
nx,sf,0,3,1000,2.3,7,3.43983578682,3.311096,0.14,80%,31700,76,93,54,0
gl,sf,0,3,1000,2.3,7,0.378851,3.24056,1.01,998%,27492,14408,1516,0,0
gtp,sf,0,3,1000,2.3,7.0,0.209714889526,5.351019,0.39,662%,63816,241,356,0,0
glp,sf,0,3,1000,2.3,18,1.14002,36.3219,2.42,2357%,23036,39951,15927,0,0
snp,sf,0,3,1000,2.3,5,0.00072717666626,0.000734,0.02,98%,31584,6,21,0,0
nx,sf,0,4,1000,2.3,7,4.70314407349,2.825426,0.09,60%,31644,10,596,0,0
gl,sf,0,4,1000,2.3,7,0.35575,3.26668,0.68,1195%,30300,14385,1800,0,0
gtp,sf,0,4,1000,2.3,7.0,0.152545928955,3.811177,0.33,570%,63812,209,272,0,0
glp,sf,0,4,1000,2.3,16,1.02371,34.0111,2.41,2451%,28448,35964,16000,0,0
snp,sf,0,4,1000,2.3,6,0.000671863555908,0.000688,0.02,98%,31584,5,28,0,0
nx,sf,0,0,1000,2.4,10,9.1063117981,4.963376,0.06,56%,31040,24,1061,0,0
gl,sf,0,0,1000,2.4,10,0.469997,4.23281,0.69,975%,27580,18477,1802,0,0
gtp,sf,0,0,1000,2.4,10.0,0.194396972656,4.311955,0.37,602%,63780,242,393,0,0
glp,sf,0,0,1000,2.4,20,1.3359,43.0932,2.49,2549%,28916,44013,16958,0,0
snp,sf,0,0,1000,2.4,7,0.000615835189819,0.00063,0.04,98%,31584,5,24,0,0
nx,sf,0,1,1000,2.4,8,2.84640598297,2.750879,0.15,94%,31112,15,99,0,0
gl,sf,0,1,1000,2.4,8,0.39791,4.04456,0.76,961%,26032,15636,1402,0,0
gtp,sf,0,1,1000,2.4,7.0,0.158322095871,2.99607,0.36,460%,63784,233,333,0,0
glp,sf,0,1,1000,2.4,17,1.23421,39.4428,2.80,2372%,24488,38076,14050,0,0
snp,sf,0,1,1000,2.4,7,0.000612020492554,0.000628,0.03,89%,31580,5,26,0,0
nx,sf,0,2,1000,2.4,8,4.55877494812,2.818374,0.10,64%,31128,24,619,0,0
gl,sf,0,2,1000,2.4,8,0.435666,4.38397,0.64,1027%,29440,15690,1569,0,0
gtp,sf,0,2,1000,2.4,8.0,0.141615867615,4.247874,0.38,638%,63792,187,179,0,0
glp,sf,0,2,1000,2.4,23,1.4191,44.2328,3.11,2419%,27736,49888,20257,0,0
snp,sf,0,2,1000,2.4,6,0.000609874725342,0.000626,0.02,96%,31584,5,31,0,0
nx,sf,0,3,1000,2.4,9,3.24486994743,2.979309,0.14,91%,31020,11,127,0,0
gl,sf,0,3,1000,2.4,9,0.468059,3.58076,0.72,1173%,25960,17087,1752,0,0
gtp,sf,0,3,1000,2.4,9.0,0.190608024597,4.061952,0.21,579%,63776,266,428,0,0
glp,sf,0,3,1000,2.4,26,1.62275,53.0473,3.34,2644%,28612,56464,23433,0,0
snp,sf,0,3,1000,2.4,8,0.000568866729736,0.000584,0.03,88%,31584,5,26,0,0
nx,sf,0,4,1000,2.4,6,2.41148519516,2.411451,0.10,98%,31476,22,30,0,0
gl,sf,0,4,1000,2.4,6,0.375049,3.98339,0.63,969%,27116,13313,1734,0,0
gtp,sf,0,4,1000,2.4,5.0,0.200757980347,4.228198,0.22,549%,63808,281,472,0,0
glp,sf,0,4,1000,2.4,17,1.08266,34.6905,2.57,2410%,24728,37688,15329,0,0
snp,sf,0,4,1000,2.4,4,0.000662803649902,0.000677,0.05,98%,31580,4,18,0,0
nx,sf,0,0,1000,2.5,7,4.40419220924,2.685202,0.10,60%,31216,13,515,0,0
